Data;Hora;Temperatura;Umidade;Velocidade_Vento;Pressao;Radiacao_Solar
28/03/2024;01:00;21,6;86;0,7;1015,6;0
28/03/2024;02:00;20,7;91;0;1015,3;0
28/03/2024;03:00;20,5;93;0;1015;0
28/03/2024;04:00;20,5;95;0;1014,9;0
28/03/2024;05:00;20,7;95;0;1014,6;0
28/03/2024;06:00;20,7;95;0;1014,7;0
28/03/2024;07:00;20,7;95;0;1014,9;6
28/03/2024;08:00;21,4;92;0;1015,4;42
28/03/2024;09:00;22,1;89;0,5;1015,9;102
28/03/2024;10:00;23,4;83;0,6;1016,1;191
28/03/2024;11:00;24,4;78;0,7;1016;225
28/03/2024;12:00;24,3;79;0,7;1015,7;121
28/03/2024;13:00;24,2;80;0,8;1015,1;113
28/03/2024;14:00;23,1;89;0,6;1014,6;40
28/03/2024;15:00;22,8;92;0,5;1014,2;33
28/03/2024;16:00;22,9;92;0,7;1014,1;22
28/03/2024;17:00;22,7;94;0,6;1014,2;12
28/03/2024;18:00;22,5;96;0;1014,2;4
28/03/2024;19:00;22,6;96;0;1014,3;0
28/03/2024;20:00;22,5;96;0;1014,7;0
28/03/2024;21:00;22,2;97;0;1014,9;0
28/03/2024;22:00;22,3;97;0;1015,2;0
28/03/2024;23:00;22,3;96;0;1015,2;0
28/03/2024;24:00:00;22,2;96;0;1014,8;0
29/03/2024;01:00;22,3;96;0;1014,5;0
29/03/2024;02:00;22,2;96;0;1014,1;0
29/03/2024;03:00;21,9;96;0;1013,5;0
29/03/2024;04:00;21,6;97;0;1013,4;0
29/03/2024;05:00;21,6;97;0;1013,4;0
29/03/2024;06:00;21,8;97;0;1013,6;0
29/03/2024;07:00;21,9;96;0;1014;6
29/03/2024;08:00;22,7;94;0;1014,4;56
29/03/2024;09:00;23,9;88;0;1014,6;112
29/03/2024;10:00;25,5;80;0,7;1014,7;207
29/03/2024;11:00;26,1;79;0,8;1014,3;240
29/03/2024;12:00;26,4;79;1,1;1014,1;372
29/03/2024;13:00;26,3;80;1,2;1013,6;259
29/03/2024;14:00;26,7;79;1,1;1013;331
29/03/2024;15:00;26,3;79;0,9;1012,5;193
29/03/2024;16:00;26,5;75;0,9;1012,1;106
29/03/2024;17:00;26,1;79;0,9;1012,1;58
29/03/2024;18:00;25,7;80;0,5;1012,1;4
29/03/2024;19:00;25,6;81;0,7;1012,1;0
29/03/2024;20:00;25;86;0,8;1012,4;0
29/03/2024;21:00;24,3;89;0,9;1012,8;0
29/03/2024;22:00;23,1;96;0;1013,1;0
29/03/2024;23:00;23,1;97;0;1013,2;0
29/03/2024;24:00:00;23,2;96;0;1013;0
30/03/2024;01:00;23,2;95;0;1012,7;0
30/03/2024;02:00;23,3;94;0;1012,4;0
30/03/2024;03:00;23,4;94;0;1012,1;0
30/03/2024;04:00;23,7;91;0;1011,7;0
30/03/2024;05:00;23,9;90;0;1011,6;0
30/03/2024;06:00;23,8;89;0;1011,8;0
30/03/2024;07:00;23,7;90;0;1012,2;5
30/03/2024;08:00;24,2;89;0;1012,6;59
30/03/2024;09:00;25,3;81;0,9;1013,1;146
30/03/2024;10:00;25,4;82;1,2;1013,2;211
30/03/2024;11:00;26,2;79;1,2;1013,1;254
30/03/2024;12:00;27,3;75;1,4;1013,1;501
30/03/2024;13:00;27,6;74;1,4;1012,8;667
30/03/2024;14:00;26,9;77;1,3;1012,2;221
30/03/2024;15:00;26,9;76;1,3;1011,8;61
30/03/2024;16:00;26,8;76;1,3;1011,4;55
30/03/2024;17:00;26,1;78;1,3;1011,3;40
30/03/2024;18:00;25,6;79;0,9;1011,3;8
30/03/2024;19:00;25;81;1;1011,2;0
30/03/2024;20:00;24,4;84;0,8;1011,3;0
30/03/2024;21:00;24;86;0,6;1011,8;0
30/03/2024;22:00;23,7;88;0;1012,2;0
30/03/2024;23:00;23,1;92;0;1012,1;0
30/03/2024;24:00:00;22,6;92;0;1012,1;0
31/03/2024;01:00;22,3;90;0;1011,9;0
31/03/2024;02:00;21,9;89;0;1011,5;0
31/03/2024;03:00;21,6;88;0;1011;0
31/03/2024;04:00;21,4;87;0;1010,7;0
31/03/2024;05:00;21,1;89;0;1010,6;0
31/03/2024;06:00;20,7;86;0;1011;0
31/03/2024;07:00;20,6;91;0;1011,5;4
31/03/2024;08:00;21,8;89;0,6;1011,8;25
31/03/2024;09:00;23,8;81;0,7;1012,2;41
31/03/2024;10:00;26,1;73;1;1012,6;289
31/03/2024;11:00;26,9;70;1,1;1012,5;109
31/03/2024;12:00;28,3;65;1,2;1012,1;573
31/03/2024;13:00;28,9;64;1,7;1011,5;879
31/03/2024;14:00;28,6;66;1,9;1010,7;426
31/03/2024;15:00;28,5;66;1,8;1010,2;53
31/03/2024;16:00;28;69;1,5;1010;50
31/03/2024;17:00;27,4;70;1,2;1010,1;33
31/03/2024;18:00;26,4;73;1,2;1010,2;8
31/03/2024;19:00;25,3;79;1,2;1010,3;0
31/03/2024;20:00;24,9;79;0,9;1010,7;0
31/03/2024;21:00;24,3;82;0,7;1011,4;0
31/03/2024;22:00;23,7;87;0;1011,9;0
31/03/2024;23:00;23,3;88;0;1011,9;0
31/03/2024;24:00:00;23;83;0;1011,8;0
01/04/2024;01:00;22,8;85;0;1011,7;0
01/04/2024;02:00;22,2;87;0;1011,4;0
01/04/2024;03:00;21,7;82;0;1011,1;0
01/04/2024;04:00;21,3;85;0;1010,6;0
01/04/2024;05:00;21;88;0;1010,2;0
01/04/2024;06:00;20,9;87;0;1010,6;0
01/04/2024;07:00;21,5;84;0;1010,8;22
01/04/2024;08:00;23,3;76;0,6;1011,1;95
01/04/2024;09:00;24,6;71;0,6;1011,5;145
01/04/2024;10:00;25,7;69;0,8;1011,8;217
01/04/2024;11:00;26,9;65;1,5;1011,8;105
01/04/2024;12:00;28;64;1,1;1011,2;585
01/04/2024;13:00;28,1;68;1,3;1010,8;834
01/04/2024;14:00;28,1;64;1,6;1010,4;298
01/04/2024;15:00;28,1;62;1,6;1010,4;65
01/04/2024;16:00;27,5;67;1,7;1010,4;78
01/04/2024;17:00;26,8;71;1,3;1010,4;43
01/04/2024;18:00;26,1;74;1,1;1010,1;13
01/04/2024;19:00;25,3;79;1;1010,2;0
01/04/2024;20:00;25;81;0,8;1010,5;0
01/04/2024;21:00;24,7;80;0,7;1010,9;0
01/04/2024;22:00;24,2;83;0,5;1011;0
01/04/2024;23:00;23,7;83;0;1010,8;0
01/04/2024;24:00:00;23,6;81;0;1010,6;0
02/04/2024;01:00;23,5;78;0;1010,7;0
02/04/2024;02:00;23,3;77;0;1010;0
02/04/2024;03:00;23,3;78;0;1009,6;0
02/04/2024;04:00;23,1;80;0;1009,4;0
02/04/2024;05:00;23;83;0;1009,4;0
02/04/2024;06:00;22,7;83;0;1009,5;0
02/04/2024;07:00;22,6;81;0;1009,7;4
02/04/2024;08:00;23,5;78;0;1009,8;76
02/04/2024;09:00;25,7;73;0,7;1009,9;160
02/04/2024;10:00;26,9;68;1;1009,9;237
02/04/2024;11:00;27,6;67;1;1009,9;263
02/04/2024;12:00;28;68;1,2;1009,8;514
02/04/2024;13:00;27,8;71;1,2;1009,2;701
02/04/2024;14:00;28,4;69;1,2;1008,3;315
02/04/2024;15:00;28,2;71;1;1007,8;119
02/04/2024;16:00;28,1;71;0,9;1007,7;89
02/04/2024;17:00;28,2;69;0,8;1007,2;54
02/04/2024;18:00;27,7;73;0,6;1007,2;10
02/04/2024;19:00;26,8;78;0,7;1007,8;0
02/04/2024;20:00;26,1;81;0,6;1008,3;0
02/04/2024;21:00;25,5;84;0,6;1009;0
02/04/2024;22:00;24,9;86;0,5;1009,2;0
02/04/2024;23:00;24,7;86;0,5;1009,9;0
02/04/2024;24:00:00;24,8;85;0,6;1010,4;0
03/04/2024;01:00;24,4;83;0,5;1010,3;0
03/04/2024;02:00;24,5;82;0;1010,2;0
03/04/2024;03:00;24,9;81;0;1010,3;0
03/04/2024;04:00;25;81;0,7;1010,2;0
03/04/2024;05:00;24,8;82;0,8;1010,4;0
03/04/2024;06:00;24,5;82;0,6;1010,9;0
03/04/2024;07:00;23,7;87;0;1011,6;7
03/04/2024;08:00;24,8;82;0;1012,2;84
03/04/2024;09:00;25,6;78;1;1012,6;71
03/04/2024;10:00;26,3;76;1,1;1012,8;226
03/04/2024;11:00;27,7;69;1,2;1012,5;97
03/04/2024;12:00;28,5;67;1,1;1012;648
03/04/2024;13:00;28,8;66;1,3;1011,3;853
03/04/2024;14:00;28,6;68;1,4;1010,8;229
03/04/2024;15:00;28,5;67;1,2;1010,5;66
03/04/2024;16:00;28;69;1,3;1010,5;53
03/04/2024;17:00;27,2;67;1,2;1010,6;54
03/04/2024;18:00;26,5;71;1,2;1010,7;11
03/04/2024;19:00;25,8;75;1,2;1010,8;0
03/04/2024;20:00;25,4;76;1;1011,3;0
03/04/2024;21:00;25,2;78;0,8;1011,8;0
03/04/2024;22:00;24,7;82;0,6;1012;0
03/04/2024;23:00;24,6;81;0,5;1012,1;0
03/04/2024;24:00:00;24,6;83;0,5;1012,1;0
04/04/2024;01:00;24,5;83;0;1012,1;0
04/04/2024;02:00;23,9;85;0;1012,3;0
04/04/2024;03:00;23,6;87;0;1012,4;0
04/04/2024;04:00;23,9;85;0;1012,4;0
04/04/2024;05:00;23,8;84;0;1012,1;0
04/04/2024;06:00;23,3;85;0;1012,3;0
04/04/2024;07:00;23,2;84;0;1012,8;7
04/04/2024;08:00;24;80;0,5;1012,9;36
04/04/2024;09:00;25,4;76;0,7;1012,8;49
04/04/2024;10:00;27,1;70;1;1012,9;299
04/04/2024;11:00;28,9;65;1;1012,3;101
04/04/2024;12:00;29,5;65;1;1011,9;657
04/04/2024;13:00;29,5;66;1,2;1011,2;843
04/04/2024;14:00;29,3;67;1,5;1010,7;242
04/04/2024;15:00;28,9;68;1,4;1010,6;88
04/04/2024;16:00;28,2;70;1,5;1010,8;126
04/04/2024;17:00;27,1;72;1,1;1011;49
04/04/2024;18:00;26,5;77;1;1011,2;12
04/04/2024;19:00;26;78;1;1011,3;0
04/04/2024;20:00;25,7;82;1;1011,7;0
04/04/2024;21:00;25,9;80;1,2;1012,4;0
04/04/2024;22:00;25,8;81;0,9;1012,6;0
04/04/2024;23:00;25,8;81;0,7;1012,7;0
04/04/2024;24:00:00;25,3;84;0,6;1012,6;0
05/04/2024;01:00;24,5;89;0,5;1012,2;0
05/04/2024;02:00;23,9;91;0;1011,7;0
05/04/2024;03:00;23,5;92;0;1011,6;0
05/04/2024;04:00;23,5;92;0;1011,6;0
05/04/2024;05:00;23,1;91;0;1011,6;0
05/04/2024;06:00;23;90;0;1011,8;0
05/04/2024;07:00;23,1;90;0;1012,4;7
05/04/2024;08:00;23,9;88;0,6;1012,9;38
05/04/2024;09:00;25,7;80;0,9;1013,2;66
05/04/2024;10:00;26,7;76;1,1;1013,4;298
05/04/2024;11:00;27,6;75;1;1013,4;138
05/04/2024;12:00;28,4;70;1,3;1013;680
05/04/2024;13:00;28,5;70;1,4;1012,3;843
05/04/2024;14:00;28,6;70;1,2;1011,9;213
05/04/2024;15:00;28,4;69;1;1011,4;77
05/04/2024;16:00;28,1;71;1,2;1011,1;63
05/04/2024;17:00;26,9;78;1,5;1011,3;47
05/04/2024;18:00;26,1;78;1,1;1011,3;11
05/04/2024;19:00;25,7;79;0,8;1011,5;0
05/04/2024;20:00;25,6;79;0,7;1011,8;0
05/04/2024;21:00;25,4;80;0,8;1012,4;0
05/04/2024;22:00;25,6;80;0,7;1013,1;0
05/04/2024;23:00;25,6;78;0,6;1013,3;0
05/04/2024;24:00:00;25,6;81;0,9;1013,3;0
06/04/2024;01:00;25,4;80;0,9;1012,8;0
06/04/2024;02:00;24,8;82;0,6;1012,1;0
06/04/2024;03:00;24,7;84;0,5;1011,6;0
06/04/2024;04:00;24,7;85;0,6;1011,4;0
06/04/2024;05:00;24,1;88;0;1011,3;0
06/04/2024;06:00;23,9;88;0;1011,7;0
06/04/2024;07:00;24,3;84;0;1012;8
06/04/2024;08:00;25,2;81;0,9;1013;66
06/04/2024;09:00;25,8;82;0,6;1013,8;91
06/04/2024;10:00;26,1;81;0,8;1014,2;157
06/04/2024;11:00;26,2;82;1,3;1014,4;180
06/04/2024;12:00;27,1;75;1,8;1014,2;268
06/04/2024;13:00;25,8;79;1,7;1014;193
06/04/2024;14:00;26,1;77;1,2;1013,6;159
06/04/2024;15:00;25,8;79;1,5;1013,2;171
06/04/2024;16:00;25,5;78;1,4;1013,2;108
06/04/2024;17:00;25;79;1,4;1013,2;36
06/04/2024;18:00;23,5;90;1,1;1013,3;0
06/04/2024;19:00;23,3;92;0,9;1013,5;0
06/04/2024;20:00;23,5;87;1,6;1014,1;0
06/04/2024;21:00;24;78;1,7;1014,7;0
06/04/2024;22:00;24,2;74;1,6;1015,1;0
06/04/2024;23:00;24,2;73;1,3;1015,1;0
06/04/2024;24:00:00;24,3;69;1,3;1015,1;0
07/04/2024;01:00;24;70;0,9;1015,2;0
07/04/2024;02:00;23,2;77;0,6;1014,8;0
07/04/2024;03:00;23,3;74;0,5;1014,4;0
07/04/2024;04:00;23,2;77;0,5;1014,3;0
07/04/2024;05:00;23,2;78;0;1014,2;0
07/04/2024;06:00;23,1;81;0;1014;0
07/04/2024;07:00;23;84;0;1014;3
07/04/2024;08:00;23,7;82;0;1014,4;54
07/04/2024;09:00;24,8;77;0,6;1014,8;90
07/04/2024;10:00;26,4;70;1,3;1014,8;188
07/04/2024;11:00;26,3;70;1,4;1014,7;174
07/04/2024;12:00;26,5;71;1,5;1014,3;252
07/04/2024;13:00;26,9;70;1,5;1013,8;290
07/04/2024;14:00;26,6;71;1,3;1013,4;131
07/04/2024;15:00;26,6;71;1,3;1013;177
07/04/2024;16:00;26,7;70;1,3;1012,6;114
07/04/2024;17:00;26,4;72;1,2;1012,5;57
07/04/2024;18:00;25,7;75;1,3;1012,6;11
07/04/2024;19:00;25,1;79;1;1012,6;0
07/04/2024;20:00;25,2;78;0,9;1012,5;0
07/04/2024;21:00;25,1;77;0,8;1012,7;0
07/04/2024;22:00;24,5;82;0,5;1013;0
07/04/2024;23:00;23,8;87;0;1012,8;0
07/04/2024;24:00:00;23,5;88;0;1012,3;0
08/04/2024;01:00;23,1;88;0;1011,8;0
08/04/2024;02:00;23,3;88;0;1011,8;0
08/04/2024;03:00;23;90;0;1011,7;0
08/04/2024;04:00;22,5;90;0;1011,5;0
08/04/2024;05:00;22,7;91;0;1011,8;0
08/04/2024;06:00;23;90;0;1011,9;0
08/04/2024;07:00;23;90;0;1011,9;6
08/04/2024;08:00;23,5;88;0;1012,2;46
08/04/2024;09:00;24,7;84;0;1012,4;110
08/04/2024;10:00;25,5;80;0,7;1012,1;129
08/04/2024;11:00;26,7;73;0,8;1011,7;240
08/04/2024;12:00;28,6;68;1;1011,1;408
08/04/2024;13:00;27,9;71;0,9;1010,4;135
08/04/2024;14:00;27,4;73;0,9;1010,1;108
08/04/2024;15:00;26,2;79;0,8;1010,4;62
08/04/2024;16:00;25,7;83;0,7;1010,4;59
08/04/2024;17:00;25,5;85;0,8;1010,4;27
08/04/2024;18:00;25,3;84;1,2;1010,8;1
08/04/2024;19:00;24,9;86;1,3;1011,2;0
08/04/2024;20:00;23,9;90;1;1012,1;0
08/04/2024;21:00;22,4;96;0;1012,3;0
08/04/2024;22:00;22,3;96;0,5;1012,4;0
08/04/2024;23:00;22,3;96;0;1012,2;0
08/04/2024;24:00:00;22,4;97;0;1012,2;0
09/04/2024;01:00;22,4;96;0,6;1012,4;0
09/04/2024;02:00;22,3;97;0,5;1011,9;0
09/04/2024;03:00;22;96;0,6;1010,3;0
09/04/2024;04:00;22,1;96;0,7;1009,5;0
09/04/2024;05:00;22,2;96;0,4;1009,7;0
09/04/2024;06:00;22;97;0,5;1009,9;0
09/04/2024;07:00;22,1;96;0,5;1010,7;6
09/04/2024;08:00;23,3;92;0,6;1011,7;46
09/04/2024;09:00;24,3;89;0,4;1012,6;89
09/04/2024;10:00;24,5;87;0,6;1013;102
09/04/2024;11:00;24,8;85;0,9;1012,7;77
09/04/2024;12:00;26;79;0,6;1012,1;279
09/04/2024;13:00;25,9;78;1;1011,5;166
09/04/2024;14:00;26,4;78;0,9;1011;162
09/04/2024;15:00;27,1;74;0,8;1010,7;197
09/04/2024;16:00;26,3;76;1;1010,6;78
09/04/2024;17:00;26,4;76;0,8;1010,6;67
09/04/2024;18:00;25,8;80;0,9;1010,3;9
09/04/2024;19:00;24,9;85;0,6;1010,4;0
09/04/2024;20:00;24,5;87;0,6;1010,7;0
09/04/2024;21:00;24,3;88;0,6;1011;0
09/04/2024;22:00;23,7;91;0;1011,1;0
09/04/2024;23:00;23,1;92;0;1010,9;0
09/04/2024;24:00:00;22,8;93;0;1010,6;0
10/04/2024;01:00;22,5;95;0;1010,3;0
10/04/2024;02:00;22,6;94;0;1010;0
10/04/2024;03:00;22,6;94;0;1009,6;0
10/04/2024;04:00;22,6;94;0;1009,3;0
10/04/2024;05:00;22,3;94;0;1009,4;0
10/04/2024;06:00;22,5;94;0;1009,8;0
10/04/2024;07:00;22,9;92;0;1010,5;5
10/04/2024;08:00;23,6;90;0;1011,2;38
10/04/2024;09:00;24,3;87;0;1011,9;62
10/04/2024;10:00;25,7;81;0,7;1012;249
10/04/2024;11:00;27;75;1;1011,5;329
10/04/2024;12:00;26,3;78;0,9;1010,9;247
10/04/2024;13:00;26,7;76;1,3;1010;224
10/04/2024;14:00;26,7;78;1,1;1009,5;114
10/04/2024;15:00;26,3;80;1;1009,4;137
10/04/2024;16:00;25,9;81;1;1009,4;92
10/04/2024;17:00;25,6;81;0,8;1009,4;52
10/04/2024;18:00;25,1;82;0,9;1009,3;21
10/04/2024;19:00;24,8;82;0,9;1009,8;0
10/04/2024;20:00;24,8;81;0,6;1010,4;0
10/04/2024;21:00;24,9;80;0,6;1010,7;0
10/04/2024;22:00;24,7;82;0,6;1011,1;0
10/04/2024;23:00;24,2;85;0;1011,2;0
10/04/2024;24:00:00;24,4;85;0;1011,4;0
11/04/2024;01:00;24;88;0;1011,4;0
11/04/2024;02:00;23,4;91;0;1011,1;0
11/04/2024;03:00;23,2;92;0;1010,9;0
11/04/2024;04:00;23;94;0;1010,8;0
11/04/2024;05:00;23,4;91;0;1010,7;0
11/04/2024;06:00;23,5;90;0;1010,9;0
11/04/2024;07:00;23,5;90;0;1011,6;6
11/04/2024;08:00;24,2;87;0;1012,3;20
11/04/2024;09:00;24,7;84;0;1012,9;67
11/04/2024;10:00;25,1;85;0,6;1013,5;99
11/04/2024;11:00;25;86;0,6;1013,5;90
11/04/2024;12:00;25,6;84;0,6;1013;201
11/04/2024;13:00;25,7;83;1,2;1012,7;147
11/04/2024;14:00;25,4;84;0,9;1012,5;102
11/04/2024;15:00;25;86;0,7;1012,4;34
11/04/2024;16:00;24,2;93;0,7;1012,2;7
11/04/2024;17:00;23,9;96;0,6;1012,5;2
11/04/2024;18:00;23,7;95;0,7;1012,6;0
11/04/2024;19:00;23,6;97;0;1012,9;0
11/04/2024;20:00;23,7;97;0;1013,4;0
11/04/2024;21:00;23,8;96;0,5;1014;0
11/04/2024;22:00;24,1;95;0,5;1014,5;0
11/04/2024;23:00;23,8;96;0;1014,7;0
11/04/2024;24:00:00;23,7;96;0;1014,5;0
12/04/2024;01:00;23,5;97;0;1014,1;0
12/04/2024;02:00;23,4;97;0;1013,9;0
12/04/2024;03:00;23,4;97;0;1013,8;0
12/04/2024;04:00;23,2;97;0;1013,4;0
12/04/2024;05:00;22,8;97;0;1013,3;0
12/04/2024;06:00;22,5;97;0;1013,5;0
12/04/2024;07:00;22,6;97;0;1014;7
12/04/2024;08:00;23,4;95;0;1014,7;57
12/04/2024;09:00;24,6;89;0,7;1015,2;84
12/04/2024;10:00;26,1;83;0,8;1015,3;136
12/04/2024;11:00;26,4;81;0,7;1015,3;186
12/04/2024;12:00;28;75;1,5;1014,9;502
12/04/2024;13:00;28,2;72;1,7;1014,5;668
12/04/2024;14:00;28;73;1,5;1014,1;343
12/04/2024;15:00;27,5;76;1,6;1013,8;95
12/04/2024;16:00;27,1;77;1,4;1013,5;89
12/04/2024;17:00;26,4;80;1,5;1013,3;40
12/04/2024;18:00;25,9;80;1,5;1013,3;5
12/04/2024;19:00;25,5;82;1,5;1013,5;0
12/04/2024;20:00;25,3;83;1,3;1013,8;0
12/04/2024;21:00;25,1;83;1,3;1014,4;0
12/04/2024;22:00;25;84;1,1;1014,8;0
12/04/2024;23:00;25;84;1,2;1014,9;0
12/04/2024;24:00:00;24,8;84;1;1014,7;0
13/04/2024;01:00;24,6;84;0,8;1014,6;0
13/04/2024;02:00;24,2;88;0,5;1014,2;0
13/04/2024;03:00;24,2;90;0,5;1013,9;0
13/04/2024;04:00;23,6;92;0;1013,7;0
13/04/2024;05:00;23,1;94;0;1013,6;0
13/04/2024;06:00;22,6;95;0;1013,7;0
13/04/2024;07:00;22,4;93;0;1014;4
13/04/2024;08:00;23,1;90;0;1014,6;23
13/04/2024;09:00;24,7;83;0,6;1015;41
13/04/2024;10:00;26,4;76;0,6;1014,9;156
13/04/2024;11:00;27,1;73;1,1;1014,5;234
13/04/2024;12:00;28,3;66;1,4;1013,9;634
13/04/2024;13:00;28,8;65;1,7;1013,2;736
13/04/2024;14:00;28,4;67;2;1012,4;260
13/04/2024;15:00;28,5;68;1,6;1011,9;72
13/04/2024;16:00;27,9;73;1,6;1011,6;50
13/04/2024;17:00;27,1;76;1,2;1011,6;48
13/04/2024;18:00;26,3;79;1,1;1011,8;13
13/04/2024;19:00;25,7;81;1,1;1012;0
13/04/2024;20:00;25,2;83;1;1012,1;0
13/04/2024;21:00;25,1;84;0,8;1012,2;0
13/04/2024;22:00;25,2;84;0,8;1012,4;0
13/04/2024;23:00;25,1;84;0,7;1012,5;0
13/04/2024;24:00:00;25,1;84;0,6;1012,4;0
14/04/2024;01:00;25;85;0;1012,2;0
14/04/2024;02:00;24,6;87;0;1011,9;0
14/04/2024;03:00;24;90;0;1011,5;0
14/04/2024;04:00;23,8;91;0;1011,2;0
14/04/2024;05:00;23,5;92;0;1011;0
14/04/2024;06:00;23,2;92;0;1011,4;0
14/04/2024;07:00;23;91;0;1011,9;6
14/04/2024;08:00;24,1;86;0;1012,4;63
14/04/2024;09:00;25,5;82;0,6;1012,6;83
14/04/2024;10:00;26,8;76;0,9;1012,6;171
14/04/2024;11:00;28;73;1,1;1012,2;360
14/04/2024;12:00;28,4;70;1,3;1011,9;311
14/04/2024;13:00;27,7;74;1,2;1011,6;223
14/04/2024;14:00;27,3;75;1,2;1011,3;148
14/04/2024;15:00;26,8;77;1,1;1011,1;97
14/04/2024;16:00;26,5;78;0,9;1011,2;74
14/04/2024;17:00;26,3;79;0,6;1011,3;25
14/04/2024;18:00;25,9;81;0,9;1011,6;2
14/04/2024;19:00;25,3;84;1;1011,9;0
14/04/2024;20:00;24,9;83;0,8;1012,2;0
14/04/2024;21:00;24,9;85;0,6;1012,3;0
14/04/2024;22:00;24,9;85;0,6;1012,6;0
14/04/2024;23:00;24,6;86;0,5;1012,6;0
14/04/2024;24:00:00;24,7;87;0,5;1012,5;0
15/04/2024;01:00;24,5;89;0;1012,5;0
15/04/2024;02:00;24,6;87;0,5;1012,4;0
15/04/2024;03:00;24,5;87;0,6;1012,1;0
15/04/2024;04:00;24,5;86;0,6;1011,9;0
15/04/2024;05:00;24,2;88;0;1011,7;0
15/04/2024;06:00;24,1;89;0;1011,9;0
15/04/2024;07:00;24,1;90;0;1012,3;2
15/04/2024;08:00;24,4;90;0,6;1012,6;48
15/04/2024;09:00;25,4;86;0,8;1013,1;100
15/04/2024;10:00;25,8;83;1;1013;176
15/04/2024;11:00;26,8;79;1,2;1012,7;283
15/04/2024;12:00;27,5;76;1;1011,9;378
15/04/2024;13:00;28,4;70;1,2;1011,5;599
15/04/2024;14:00;28,6;68;1,2;1011,1;350
15/04/2024;15:00;28;71;1,2;1011,1;203
15/04/2024;16:00;26,9;75;1,2;1011,4;88
15/04/2024;17:00;25,8;80;1;1011,6;9
15/04/2024;18:00;24,8;87;0,6;1012,1;0
15/04/2024;19:00;23,9;94;0;1012,2;0
15/04/2024;20:00;24;94;0;1012,6;0
15/04/2024;21:00;24,3;93;0;1013,1;0
15/04/2024;22:00;24,3;92;0;1013,5;0
15/04/2024;23:00;24,2;93;0;1013,7;0
15/04/2024;24:00:00;24,1;93;0;1013,4;0
16/04/2024;01:00;24,3;92;0,5;1013,3;0
16/04/2024;02:00;24,2;93;0;1013;0
16/04/2024;03:00;23,9;93;0;1012,6;0
16/04/2024;04:00;23,6;94;0;1012,2;0
16/04/2024;05:00;23,3;94;0;1012,1;0
16/04/2024;06:00;23,1;95;0;1012,2;0
16/04/2024;07:00;23,4;94;0;1012,5;5
16/04/2024;08:00;24,1;92;0,6;1012,7;40
16/04/2024;09:00;25,1;86;0,6;1013,1;89
16/04/2024;10:00;26,6;78;1;1013,2;111
16/04/2024;11:00;28,8;71;1,1;1012,9;554
16/04/2024;12:00;29,9;69;1;1012,1;716
16/04/2024;13:00;29,6;68;1,5;1011,5;727
16/04/2024;14:00;29,3;67;1,3;1011,1;329
16/04/2024;15:00;29,6;66;1,2;1010,6;70
16/04/2024;16:00;28,1;72;1,1;1010,5;66
16/04/2024;17:00;27;76;0,8;1010,5;11
16/04/2024;18:00;26,4;80;0,6;1010,5;1
16/04/2024;19:00;26,1;83;0,6;1010,8;0
16/04/2024;20:00;26;83;0,8;1011,3;0
16/04/2024;21:00;25,1;89;0,5;1012,1;0
16/04/2024;22:00;24,4;95;0,5;1012;0
16/04/2024;23:00;24,4;96;0,6;1011,7;0
16/04/2024;24:00:00;24,5;96;0;1011,5;0
17/04/2024;01:00;24,4;96;0;1011;0
17/04/2024;02:00;24,7;94;0,6;1011;0
17/04/2024;03:00;24,5;95;0,5;1010,9;0
17/04/2024;04:00;24,3;96;0,7;1010,6;0
17/04/2024;05:00;24;97;0;1010,2;0
17/04/2024;06:00;23,9;97;0;1010,1;0
17/04/2024;07:00;24;96;0,4;1010,2;2
17/04/2024;08:00;24,6;95;0,6;1010,6;64
17/04/2024;09:00;25,3;91;1;1011,2;89
17/04/2024;10:00;26,2;86;0,8;1011,4;193
17/04/2024;11:00;28;80;0,8;1011,1;484
17/04/2024;12:00;30,5;70;0,8;1010,1;687
17/04/2024;13:00;30,3;72;0,9;1009,3;509
17/04/2024;14:00;29,9;68;0,9;1008,7;253
17/04/2024;15:00;29,2;72;0,9;1008,5;125
17/04/2024;16:00;28,5;75;0,6;1008,4;98
17/04/2024;17:00;27,7;77;0,8;1008,9;33
17/04/2024;18:00;25,6;88;1,5;1009,6;0
17/04/2024;19:00;24,2;92;1,1;1010,2;0
17/04/2024;20:00;23,6;96;0,6;1011;0
17/04/2024;21:00;23,8;97;0;1011,4;0
17/04/2024;22:00;23,6;96;1,3;1012;0
17/04/2024;23:00;21;94;1;1013,5;0
17/04/2024;24:00:00;20,6;97;0,6;1013,8;0
18/04/2024;01:00;20,6;97;0,6;1013,5;0
18/04/2024;02:00;20,7;97;0,5;1013,2;0
18/04/2024;03:00;20,9;96;0;1013;0
18/04/2024;04:00;21,3;96;0,6;1012,8;0
18/04/2024;05:00;21,4;96;0;1013,1;0
18/04/2024;06:00;21,4;95;0;1013,6;0
18/04/2024;07:00;21,5;91;0,6;1014,2;1
18/04/2024;08:00;22,1;80;0,9;1014,9;43
18/04/2024;09:00;22,6;76;0,7;1015,4;89
18/04/2024;10:00;23,3;72;0,8;1015,6;174
18/04/2024;11:00;23,8;70;1,2;1015,7;181
18/04/2024;12:00;23,9;68;1,3;1015,5;216
18/04/2024;13:00;24;68;1,2;1015,3;186
18/04/2024;14:00;24,1;67;0,9;1015;178
