Data;Hora;Temperatura;Umidade;Velocidade_Vento;Pressao;Radiacao_Solar
08/06/2024;09:00;20,3;87;0;1018,6;48
08/06/2024;10:00;21,5;82;0,7;1019;72
08/06/2024;11:00;22,7;78;0,7;1019;129
08/06/2024;12:00;23,7;75;0,9;1018,3;587
08/06/2024;13:00;23,4;77;1,1;1017,6;567
08/06/2024;14:00;23;80;1,1;1017;105
08/06/2024;15:00;22,7;80;1,3;1016,8;98
08/06/2024;16:00;22,4;81;1,2;1016,9;66
08/06/2024;17:00;22;83;0,9;1016,8;23
08/06/2024;18:00;21,8;84;0,6;1017;1
08/06/2024;19:00;21,7;84;0,7;1017,1;0
08/06/2024;20:00;21,5;84;0,6;1017,1;0
08/06/2024;21:00;21,4;85;0,5;1017,2;0
08/06/2024;22:00;21;85;0;1017,4;0
08/06/2024;23:00;20,8;88;0;1017,6;0
08/06/2024;24:00:00;20,7;88;0;1017,2;0
09/06/2024;01:00;20;90;0;1016,7;0
09/06/2024;02:00;19,4;92;0;1016,4;0
09/06/2024;03:00;19;94;0;1016;0
09/06/2024;04:00;18,7;94;0;1015,7;0
09/06/2024;05:00;18,2;95;0;1015,5;0
09/06/2024;06:00;18,1;95;0;1015,4;0
09/06/2024;07:00;17,9;96;0;1015,6;0
09/06/2024;08:00;18,3;96;0;1015,9;20
09/06/2024;09:00;19,8;91;0;1016,3;47
09/06/2024;10:00;21,4;84;0,6;1016,5;60
09/06/2024;11:00;22,8;78;0,9;1016,4;132
09/06/2024;12:00;24,1;76;0,9;1015,8;596
09/06/2024;13:00;24,4;77;0,9;1014,9;585
09/06/2024;14:00;24,1;78;0,8;1014,1;100
09/06/2024;15:00;24,7;77;0,8;1013,5;55
09/06/2024;16:00;24,4;79;1;1013,1;40
09/06/2024;17:00;24,4;78;0,8;1012,7;19
09/06/2024;18:00;23,4;81;0,5;1012,6;0
09/06/2024;19:00;22,1;88;0;1012,8;0
09/06/2024;20:00;21,5;91;0;1012,9;0
09/06/2024;21:00;21,1;93;0;1013,2;0
09/06/2024;22:00;20,7;94;0;1013,2;0
09/06/2024;23:00;20,4;96;0;1013,2;0
09/06/2024;24:00:00;20;96;0;1012,8;0
10/06/2024;01:00;19,9;96;0;1012,7;0
10/06/2024;02:00;19,7;96;0;1012,8;0
10/06/2024;03:00;19,3;96;0;1012,4;0
10/06/2024;04:00;18,8;96;0;1012;0
10/06/2024;05:00;18,5;96;0;1011,6;0
10/06/2024;06:00;18,7;95;0;1011,9;0
10/06/2024;07:00;18,7;95;0;1012,9;0
10/06/2024;08:00;19,1;94;0;1013,9;14
10/06/2024;09:00;20,9;87;0,3;1014,7;33
10/06/2024;10:00;24,1;64;0,7;1015,3;46
10/06/2024;11:00;26,6;49;0,8;1015,4;116
10/06/2024;12:00;28,8;45;0,5;1014,9;612
10/06/2024;13:00;29,6;44;0,8;1014,2;589
10/06/2024;14:00;29,8;47;0,7;1013,2;88
10/06/2024;15:00;29,6;50;0,6;1012,6;42
10/06/2024;16:00;29,5;49;0,6;1012,2;35
10/06/2024;17:00;28;57;0,6;1012,3;18
10/06/2024;18:00;25,8;69;0;1012,9;0
10/06/2024;19:00;25;71;0;1013,3;0
10/06/2024;20:00;24,2;76;0;1013,7;0
10/06/2024;21:00;23,2;74;0;1014,2;0
10/06/2024;22:00;22,7;74;0;1014,4;0
10/06/2024;23:00;22,2;75;0;1014,7;0
10/06/2024;24:00:00;21,6;80;0;1014,7;0
11/06/2024;01:00;21,2;82;0;1014,5;0
11/06/2024;02:00;20,8;84;0;1014,4;0
11/06/2024;03:00;20,4;85;0;1014,2;0
11/06/2024;04:00;20;87;0;1014;0
11/06/2024;05:00;19,9;87;0;1014,1;0
11/06/2024;06:00;19,6;87;0;1014,4;0
11/06/2024;07:00;19,4;88;0;1014,7;0
11/06/2024;08:00;19,9;87;0;1015,3;10
11/06/2024;09:00;22,1;77;0,6;1016;25
11/06/2024;10:00;25,1;61;0,6;1016,3;36
11/06/2024;11:00;26;64;1,3;1016,7;115
11/06/2024;12:00;25,1;77;1,4;1017;620
11/06/2024;13:00;24,2;81;1;1016,7;612
11/06/2024;14:00;24,1;82;0,7;1016,3;106
11/06/2024;15:00;23,5;83;0,8;1016,2;102
11/06/2024;16:00;22,7;85;0,8;1016,2;82
11/06/2024;17:00;22,4;85;0,6;1016,5;29
11/06/2024;18:00;22,1;86;0,7;1016,6;1
11/06/2024;19:00;21,9;87;0,7;1016,9;0
11/06/2024;20:00;21,9;88;0,4;1017,1;0
11/06/2024;21:00;22,1;86;0,6;1016,9;0
11/06/2024;22:00;21,3;90;0,6;1016,8;0
11/06/2024;23:00;20,9;92;0,5;1016,8;0
11/06/2024;24:00:00;20,9;91;0,6;1017;0
12/06/2024;01:00;21,1;91;0,5;1016,9;0
12/06/2024;02:00;21,3;88;0,5;1016,7;0
12/06/2024;03:00;20,5;90;0;1016,4;0
12/06/2024;04:00;20,7;89;0;1016,2;0
12/06/2024;05:00;20,9;88;0;1016,1;0
12/06/2024;06:00;20,6;87;0;1016;0
12/06/2024;07:00;19,8;90;0;1016,1;0
12/06/2024;08:00;19,7;90;0;1016,4;11
12/06/2024;09:00;20,8;85;0,5;1016,9;33
12/06/2024;10:00;22,2;80;0,8;1017,2;51
12/06/2024;11:00;23,2;77;1;1017;116
12/06/2024;12:00;24,3;75;1,1;1016,4;591
12/06/2024;13:00;24,4;76;1,1;1016,2;553
12/06/2024;14:00;23,9;77;1,4;1015,8;205
12/06/2024;15:00;23,4;79;1;1015,2;84
12/06/2024;16:00;23;79;1,2;1015,2;50
12/06/2024;17:00;22,5;81;0,9;1015,4;12
12/06/2024;18:00;22,3;81;0,8;1015,6;0
12/06/2024;19:00;22,1;83;0,6;1015,8;0
12/06/2024;20:00;21,6;86;0,6;1015,8;0
12/06/2024;21:00;20,8;90;0;1015,7;0
12/06/2024;22:00;20,3;93;0;1015,6;0
12/06/2024;23:00;19,9;94;0;1015,7;0
12/06/2024;24:00:00;19,6;94;0;1015,4;0
13/06/2024;01:00;19,1;94;0;1015,1;0
13/06/2024;02:00;18,9;95;0;1015;0
13/06/2024;03:00;18,9;95;0;1014,8;0
13/06/2024;04:00;18,4;95;0;1014,6;0
13/06/2024;05:00;18,1;95;0;1014,4;0
13/06/2024;06:00;18,3;95;0;1014,3;0
13/06/2024;07:00;18,8;94;0;1014,5;0
13/06/2024;08:00;18,9;96;0;1015,2;13
13/06/2024;09:00;19,5;94;0;1015,6;37
13/06/2024;10:00;21;88;0,7;1015,7;44
13/06/2024;11:00;;;;;
13/06/2024;12:00;;;;;
13/06/2024;13:00;27,2;61;0,8;1014;623
13/06/2024;14:00;28,2;61;1,2;1012,8;105
13/06/2024;15:00;27;67;1,1;1012,1;43
13/06/2024;16:00;26,8;66;0,9;1011,9;43
13/06/2024;17:00;25,6;67;0,9;1012;16
13/06/2024;18:00;24,1;73;0,7;1012,5;0
13/06/2024;19:00;22,8;77;0,5;1013,1;0
13/06/2024;20:00;22,1;85;0;1013,5;0
13/06/2024;21:00;21,7;88;0;1013,7;0
13/06/2024;22:00;21;89;0;1013,8;0
13/06/2024;23:00;20,3;90;0;1013,7;0
13/06/2024;24:00:00;19,7;92;0;1013,5;0
14/06/2024;01:00;19,3;93;0;1013,4;0
14/06/2024;02:00;19;92;0,5;1013,3;0
14/06/2024;03:00;18,8;92;0,6;1013,2;0
14/06/2024;04:00;18,1;91;0,5;1013,1;0
14/06/2024;05:00;17,6;91;0,5;1012,7;0
14/06/2024;06:00;17,8;84;0,5;1013;0
14/06/2024;07:00;18,1;77;0,5;1013,6;0
14/06/2024;08:00;18,5;77;0,5;1014,4;10
14/06/2024;09:00;20,9;71;0,7;1015,2;24
14/06/2024;10:00;23,9;61;0,8;1015,6;37
14/06/2024;11:00;26;47;0,8;1015,6;109
14/06/2024;12:00;28,2;41;0,9;1015;581
14/06/2024;13:00;29,1;38;1,2;1014,1;574
14/06/2024;14:00;29,6;37;1,2;1013,2;110
14/06/2024;15:00;29,5;37;1,3;1012,9;44
14/06/2024;16:00;28,6;39;1,2;1012,6;45
14/06/2024;17:00;27,1;39;1,3;1012,6;15
14/06/2024;18:00;25,8;45;0,9;1012,9;0
14/06/2024;19:00;24,8;47;0,8;1013,3;0
14/06/2024;20:00;23,9;47;0,5;1013,9;0
14/06/2024;21:00;22,8;54;0,6;1014,4;0
14/06/2024;22:00;21,9;70;0;1014,5;0
14/06/2024;23:00;21,6;69;0;1014,6;0
14/06/2024;24:00:00;21,1;76;0;1014,6;0
15/06/2024;01:00;20,1;80;0;1014,3;0
15/06/2024;02:00;19,8;75;0;1014,2;0
15/06/2024;03:00;19,7;75;0;1014;0
15/06/2024;04:00;19,7;77;0;1013,9;0
15/06/2024;05:00;19,3;81;0;1014,2;0
15/06/2024;06:00;19;79;0;1014,4;0
15/06/2024;07:00;20,7;70;0,7;1014,5;0
15/06/2024;08:00;24,4;52;1;1015;10
15/06/2024;09:00;25,2;51;1,3;1015,5;23
15/06/2024;10:00;26,8;48;1,2;1015,8;33
15/06/2024;11:00;28,5;45;1;1015,7;91
15/06/2024;12:00;30,5;41;0,9;1015,2;616
15/06/2024;13:00;31,3;40;0,7;1014,3;608
15/06/2024;14:00;31,3;40;0,8;1013,6;105
15/06/2024;15:00;31,6;38;1;1013,1;42
15/06/2024;16:00;31,1;39;0,7;1012,7;46
15/06/2024;17:00;29,9;43;1;1012,9;14
15/06/2024;18:00;27,8;51;0,7;1013,2;0
15/06/2024;19:00;25,9;58;0;1013,5;0
15/06/2024;20:00;24,9;62;0;1013,7;0
15/06/2024;21:00;24,2;64;0;1013,8;0
15/06/2024;22:00;23,7;62;0;1013,9;0
15/06/2024;23:00;22,7;70;0;1013,9;0
15/06/2024;24:00:00;22,1;72;0;1013,9;0
16/06/2024;01:00;21,5;76;0;1013,7;0
16/06/2024;02:00;21,2;77;0;1013,7;0
16/06/2024;03:00;20,8;80;0;1013,4;0
16/06/2024;04:00;20,5;82;0;1013,3;0
16/06/2024;05:00;20,3;82;0;1013,2;0
16/06/2024;06:00;20;81;0;1013,1;0
16/06/2024;07:00;19,8;83;0;1013,4;0
16/06/2024;08:00;20,1;82;0;1013,9;9
16/06/2024;09:00;22;75;0,6;1014,4;26
16/06/2024;10:00;24,6;64;1;1014,8;38
16/06/2024;11:00;24,1;81;0,9;1014,8;92
16/06/2024;12:00;24,5;79;1,3;1014,2;603
16/06/2024;13:00;24,4;80;1,2;1013,6;602
16/06/2024;14:00;23,9;81;1,2;1013,2;111
16/06/2024;15:00;23,4;82;1,1;1012,3;77
16/06/2024;16:00;23,2;83;1,2;1012,2;53
16/06/2024;17:00;22,7;85;0,9;1012,4;24
16/06/2024;18:00;22,3;87;0,9;1012,6;1
16/06/2024;19:00;22,4;86;0,7;1012,8;0
16/06/2024;20:00;22,6;86;0,6;1012,8;0
16/06/2024;21:00;22,7;86;0,5;1012,8;0
16/06/2024;22:00;22,5;86;0,7;1012,7;0
16/06/2024;23:00;22,1;87;0,6;1012,5;0
16/06/2024;24:00:00;21,3;90;0,5;1012,1;0
17/06/2024;01:00;20,8;92;0;1011,7;0
17/06/2024;02:00;20,4;93;0;1011,5;0
17/06/2024;03:00;20,2;94;0;1011,3;0
17/06/2024;04:00;20;94;0;1011,2;0
17/06/2024;05:00;19,8;95;0;1011;0
17/06/2024;06:00;19,6;93;0;1011,1;0
17/06/2024;07:00;19,9;88;0,6;1011,3;0
17/06/2024;08:00;20,1;88;0,5;1011,5;8
17/06/2024;09:00;22,5;69;0,8;1011,7;22
17/06/2024;10:00;27,1;42;1,1;1011,9;36
17/06/2024;11:00;28,6;40;1;1011,7;89
17/06/2024;12:00;30,8;36;0,9;1011,3;610
17/06/2024;13:00;31,6;33;1,1;1010,6;613
17/06/2024;14:00;31,6;33;1;1009,8;109
17/06/2024;15:00;29,1;48;1;1009,5;42
17/06/2024;16:00;25,4;72;0,8;1009,6;44
17/06/2024;17:00;24,6;75;0,7;1010;15
17/06/2024;18:00;23,7;80;0,5;1010,3;0
17/06/2024;19:00;23,3;77;0;1010,4;0
17/06/2024;20:00;23;78;0;1010,5;0
17/06/2024;21:00;22,1;83;0;1010,6;0
17/06/2024;22:00;21,5;83;0;1010,8;0
17/06/2024;23:00;21;82;0,5;1010,8;0
17/06/2024;24:00:00;20,4;82;0;1010,4;0
18/06/2024;01:00;20,2;80;0;1010,3;0
18/06/2024;02:00;20,1;80;0;1010,1;0
18/06/2024;03:00;20,8;68;0,5;1010;0
18/06/2024;04:00;22,8;51;0,7;1010,1;0
18/06/2024;05:00;24,2;42;0,9;1010,3;0
18/06/2024;06:00;25,2;37;0,9;1010,7;0
18/06/2024;07:00;25,2;37;0,9;1011,1;0
18/06/2024;08:00;24,7;39;0,6;1011,7;7
18/06/2024;09:00;25,2;40;0,7;1012,4;23
18/06/2024;10:00;26,7;37;0,9;1013;35
18/06/2024;11:00;28,1;35;1,1;1013,1;86
18/06/2024;12:00;30;33;0,9;1012,5;619
18/06/2024;13:00;30,9;29;1;1011,7;622
18/06/2024;14:00;31,1;28;1,1;1010,8;103
18/06/2024;15:00;31;28;1;1010,3;40
18/06/2024;16:00;30;36;0,9;1010,2;44
18/06/2024;17:00;25,5;68;0,8;1010,4;15
18/06/2024;18:00;24,7;67;0,5;1011;0
18/06/2024;19:00;23,8;79;0,5;1011,7;0
18/06/2024;20:00;22,9;88;0,6;1012,1;0
18/06/2024;21:00;22,4;87;0,5;1012,4;0
18/06/2024;22:00;21,8;85;0;1012,5;0
18/06/2024;23:00;20,8;81;0;1012,3;0
18/06/2024;24:00:00;20;77;0;1012,1;0
19/06/2024;01:00;19,9;76;0;1011,9;0
19/06/2024;02:00;19,3;79;0;1011,7;0
19/06/2024;03:00;19,1;81;0;1011,4;0
19/06/2024;04:00;18,6;86;0;1011,2;0
19/06/2024;05:00;18,5;86;0;1011;0
19/06/2024;06:00;18,8;82;0;1011,1;0
19/06/2024;07:00;20,4;64;0,6;1011,7;0
19/06/2024;08:00;24;41;0,9;1012,4;8
19/06/2024;09:00;25,1;39;0,8;1013,3;23
19/06/2024;10:00;26,3;39;0,9;1013,8;34
19/06/2024;11:00;27,9;36;0,7;1014,2;85
19/06/2024;12:00;30;33;0,8;1013,9;601
19/06/2024;13:00;27,9;50;0,7;1013,3;609
19/06/2024;14:00;27,1;56;1;1012,7;111
19/06/2024;15:00;27,4;53;0,9;1012,2;42
19/06/2024;16:00;27,9;41;0,9;1011,9;48
19/06/2024;17:00;26,6;50;0,7;1012,2;14
19/06/2024;18:00;25,3;47;0,5;1012,6;0
19/06/2024;19:00;24,2;55;0;1013;0
19/06/2024;20:00;23,4;64;0;1013,3;0
19/06/2024;21:00;22,4;70;0;1013,7;0
19/06/2024;22:00;21,6;72;0;1013,9;0
19/06/2024;23:00;20,8;72;0;1013,9;0
19/06/2024;24:00:00;20,6;73;0;1014;0
20/06/2024;01:00;21,6;71;0,7;1014,2;0
20/06/2024;02:00;22;88;0,6;1014,4;0
20/06/2024;03:00;21,8;88;0,6;1014,4;0
20/06/2024;04:00;21,3;88;0,6;1014;0
20/06/2024;05:00;20,3;90;0;1013,6;0
20/06/2024;06:00;19,4;90;0;1014;0
20/06/2024;07:00;18,8;91;0;1014,3;0
20/06/2024;08:00;19,2;91;0;1014,7;13
20/06/2024;09:00;20,6;90;0;1015,2;32
20/06/2024;10:00;22,4;79;0,7;1015,5;39
20/06/2024;11:00;23,8;75;1;1015,6;95
20/06/2024;12:00;26,3;65;1,1;1015;583
20/06/2024;13:00;25,4;71;0,9;1014,4;596
20/06/2024;14:00;24,7;75;1;1014,1;108
20/06/2024;15:00;23,9;79;1,1;1014,2;55
20/06/2024;16:00;23,4;81;1,2;1014,6;70
20/06/2024;17:00;22,8;80;0,9;1014,6;22
20/06/2024;18:00;22,5;80;0,9;1014,8;0
20/06/2024;19:00;22,3;81;1;1015,1;0
20/06/2024;20:00;22,3;81;0,9;1015,5;0
20/06/2024;21:00;22;80;0,8;1016,1;0
20/06/2024;22:00;21,6;82;0,5;1016,1;0
20/06/2024;23:00;20,7;89;0;1016,2;0
20/06/2024;24:00:00;20,1;89;0;1016,1;0
21/06/2024;01:00;19,5;86;0;1015,8;0
21/06/2024;02:00;19;88;0;1015,6;0
21/06/2024;03:00;19,1;87;0;1015,4;0
21/06/2024;04:00;19,4;84;0;1015;0
21/06/2024;05:00;19,2;85;0;1014,8;0
21/06/2024;06:00;19,2;82;0;1014,7;0
21/06/2024;07:00;18,5;83;0;1015,1;0
21/06/2024;08:00;19,2;79;0;1015,3;18
21/06/2024;09:00;20,5;76;0;1016;38
21/06/2024;10:00;22,1;73;0,7;1016,7;99
21/06/2024;11:00;22,9;71;1,1;1016,4;137
21/06/2024;12:00;24,1;69;1;1016;511
21/06/2024;13:00;24,2;70;1,1;1015,2;468
21/06/2024;14:00;23,8;72;1,4;1014,7;165
21/06/2024;15:00;23,8;73;1;1014,2;90
21/06/2024;16:00;23,4;75;0,7;1013,7;54
21/06/2024;17:00;23,1;76;0,9;1013,7;21
21/06/2024;18:00;22,6;77;1;1014;0
21/06/2024;19:00;22,4;78;0,9;1014,4;0
21/06/2024;20:00;22,5;77;0,9;1015;0
21/06/2024;21:00;22,2;77;0;1015,4;0
21/06/2024;22:00;21,8;79;0;1015,6;0
21/06/2024;23:00;21,2;83;0;1015,5;0
21/06/2024;24:00:00;20,1;84;0;1015,1;0
22/06/2024;01:00;19,6;86;0;1014,7;0
22/06/2024;02:00;19,2;84;0;1014,2;0
22/06/2024;03:00;18,8;84;0;1014;0
22/06/2024;04:00;18,5;90;0;1013,6;0
22/06/2024;05:00;18,1;89;0;1013,1;0
22/06/2024;06:00;18;89;0;1012,8;0
22/06/2024;07:00;17,7;91;0;1012,8;0
22/06/2024;08:00;18,3;89;0;1013,1;19
22/06/2024;09:00;20,3;78;0;1013,6;53
22/06/2024;10:00;22,5;67;0;1013,9;90
22/06/2024;11:00;24,8;56;0,6;1013,6;129
22/06/2024;12:00;27,5;50;1;1012,8;523
22/06/2024;13:00;28,3;53;1,3;1011,8;512
22/06/2024;14:00;28,4;51;1,4;1011;139
22/06/2024;15:00;27,9;52;1,1;1010,6;65
22/06/2024;16:00;27,4;54;0,8;1010,6;52
22/06/2024;17:00;26,7;54;0,7;1010,9;17
22/06/2024;18:00;25,1;66;0,7;1011,4;0
22/06/2024;19:00;23,7;81;0,5;1011,5;0
22/06/2024;20:00;23;82;0;1011,5;0
22/06/2024;21:00;22,6;83;0;1011,3;0
22/06/2024;22:00;22;77;0;1011,5;0
22/06/2024;23:00;21,5;81;0;1011,4;0
22/06/2024;24:00:00;20,8;84;0;1011,1;0
23/06/2024;01:00;20,3;84;0;1010,7;0
23/06/2024;02:00;20,1;84;0;1010,3;0
23/06/2024;03:00;19,9;83;0;1010,1;0
23/06/2024;04:00;19,6;84;0;1009,9;0
23/06/2024;05:00;20,2;78;0;1009,7;0
23/06/2024;06:00;23;54;0,8;1009,7;0
23/06/2024;07:00;25,2;44;1,4;1009,9;0
23/06/2024;08:00;26;42;1,3;1010,5;9
23/06/2024;09:00;26,6;41;1,4;1011;25
23/06/2024;10:00;28,2;38;1,3;1011,4;37
23/06/2024;11:00;29,7;35;1;1011,6;93
23/06/2024;12:00;31,4;32;1,3;1011,1;504
23/06/2024;13:00;31,8;32;1,1;1010,2;580
23/06/2024;14:00;32,7;30;1,4;1009,6;152
23/06/2024;15:00;32,9;29;1,3;1009,2;41
23/06/2024;16:00;32,4;30;1;1009;42
23/06/2024;17:00;31,4;32;0,8;1009;15
23/06/2024;18:00;29,6;35;0,5;1009,2;0
23/06/2024;19:00;28,8;37;0,7;1009,5;0
23/06/2024;20:00;28,3;38;0,5;1009,7;0
23/06/2024;21:00;28,3;38;0,6;1009,9;0
23/06/2024;22:00;28,7;36;0,6;1010;0
23/06/2024;23:00;28,8;35;0,7;1010,3;0
23/06/2024;24:00:00;28,5;36;0,7;1010,5;0
24/06/2024;01:00;28,3;36;0,8;1010,5;0
24/06/2024;02:00;28;37;0,8;1010,3;0
24/06/2024;03:00;27,6;38;0,7;1009,9;0
24/06/2024;04:00;27,5;38;0,8;1009,7;0
24/06/2024;05:00;27,4;39;0,8;1009,5;0
24/06/2024;06:00;27,2;39;0,9;1009,5;0
24/06/2024;07:00;27,3;39;1;1009,5;0
24/06/2024;08:00;27,3;39;1,1;1010,2;11
24/06/2024;09:00;28,1;38;1;1010,5;29
24/06/2024;10:00;29,5;36;1;1010,8;40
24/06/2024;11:00;30,6;35;0,9;1010,7;97
24/06/2024;12:00;32,3;33;1;1010,3;569
24/06/2024;13:00;33,2;31;1,3;1009,4;576
24/06/2024;14:00;33,7;29;1,4;1008,7;146
24/06/2024;15:00;33,7;30;1,2;1008,4;47
24/06/2024;16:00;30,4;48;1,3;1009,3;50
24/06/2024;17:00;24,1;80;1,3;1011,1;19
24/06/2024;18:00;23,4;83;1,1;1012,2;0
24/06/2024;19:00;23,2;83;1,1;1012,7;0
24/06/2024;20:00;22,9;83;0,9;1013,2;0
24/06/2024;21:00;22,9;84;1,5;1014;0
24/06/2024;22:00;23;82;1,2;1014,3;0
24/06/2024;23:00;23;80;1,2;1014,6;0
24/06/2024;24:00:00;23;80;0,8;1014,7;0
25/06/2024;01:00;22,8;83;0,6;1014,4;0
25/06/2024;02:00;22,7;84;0,6;1014,5;0
25/06/2024;03:00;22,8;83;0,6;1014,5;0
25/06/2024;04:00;22,7;84;0,8;1014,5;0
25/06/2024;05:00;21,8;92;0,5;1014,5;0
25/06/2024;06:00;20,9;94;0,9;1014,7;0
25/06/2024;07:00;20,3;95;1,6;1015,4;0
25/06/2024;08:00;20,2;95;0,9;1016,1;4
25/06/2024;09:00;20,3;95;1,1;1016,7;19
25/06/2024;10:00;20,2;95;1,7;1017,4;53
25/06/2024;11:00;20,7;90;1,7;1017,5;100
25/06/2024;12:00;20,7;90;1,2;1017,3;61
25/06/2024;13:00;20,1;94;1;1017;48
25/06/2024;14:00;19,9;94;0,9;1016,5;43
25/06/2024;15:00;19,7;95;0,9;1016,5;61
25/06/2024;16:00;19,8;95;0,9;1016,5;59
25/06/2024;17:00;19,5;95;1;1016,8;10
25/06/2024;18:00;19,4;95;0,9;1017;0
25/06/2024;19:00;19,1;95;1,1;1017,3;0
25/06/2024;20:00;19;95;0,9;1017,4;0
25/06/2024;21:00;19;94;0,6;1017,3;0
25/06/2024;22:00;19;95;0;1016,9;0
25/06/2024;23:00;19;96;0;1016,9;0
25/06/2024;24:00:00;19,2;97;0;1016,6;0
26/06/2024;01:00;19;97;0,7;1016,3;0
26/06/2024;02:00;19;97;0;1015,5;0
26/06/2024;03:00;19;97;0;1014,8;0
26/06/2024;04:00;19,1;96;0;1014,5;0
26/06/2024;05:00;19,3;96;0;1014,2;0
26/06/2024;06:00;19,2;96;0;1013,7;0
26/06/2024;07:00;19,2;96;0;1013,5;0
26/06/2024;08:00;19,3;96;0;1013,3;14
26/06/2024;09:00;20,1;94;0,6;1013,3;48
26/06/2024;10:00;21,1;88;0,7;1013,2;51
26/06/2024;11:00;22,4;81;0,8;1012,9;125
26/06/2024;12:00;23,6;78;0,9;1011,9;550
26/06/2024;13:00;23,6;79;0,7;1010,9;566
26/06/2024;14:00;23,6;79;0,9;1010,1;150
26/06/2024;15:00;23,8;79;0,7;1009,3;53
26/06/2024;16:00;25,1;76;0,8;1008,8;53
26/06/2024;17:00;25,1;79;0,9;1008,8;19
26/06/2024;18:00;23,1;86;0,6;1009,6;0
26/06/2024;19:00;22,5;88;0,7;1009,3;0
26/06/2024;20:00;22,1;90;0,5;1009,1;0
26/06/2024;21:00;22,4;90;0,9;1009,3;0
26/06/2024;22:00;22,6;89;1,2;1010,5;0
26/06/2024;23:00;22,3;90;0,6;1010,6;0
26/06/2024;24:00:00;22,1;91;0;1010,2;0
27/06/2024;01:00;21,8;92;0,7;1010,1;0
27/06/2024;02:00;22,4;89;1,4;1011;0
27/06/2024;03:00;22;84;1,6;1011,7;0
27/06/2024;04:00;21,2;83;1,6;1012;0
27/06/2024;05:00;20,9;81;1,2;1012;0
27/06/2024;06:00;20,7;84;0,5;1012,2;0
27/06/2024;07:00;19,8;91;0,7;1012,6;0
27/06/2024;08:00;19,7;90;0,9;1013;5
27/06/2024;09:00;19,3;89;0,8;1013,8;28
27/06/2024;10:00;19,7;86;0,6;1014;49
27/06/2024;11:00;20;82;0,9;1014,2;38
27/06/2024;12:00;19,3;88;1;1013,8;75
27/06/2024;13:00;19,8;88;0,8;1012,2;164
27/06/2024;14:00;21;80;0,8;1010,9;165
27/06/2024;15:00;20,6;80;1;1010,8;44
27/06/2024;16:00;20,3;79;0,9;1010,9;21
27/06/2024;17:00;20;80;0,9;1011,3;8
27/06/2024;18:00;19,5;83;0,6;1011,4;0
27/06/2024;19:00;19,6;84;0;1011,6;0
27/06/2024;20:00;19,6;87;0;1011,7;0
27/06/2024;21:00;19,4;89;0;1011,7;0
27/06/2024;22:00;19,4;89;0;1011,7;0
27/06/2024;23:00;19,2;90;0;1011,2;0
27/06/2024;24:00:00;18,7;91;0;1011;0
28/06/2024;01:00;18,9;92;0;1010,6;0
28/06/2024;02:00;18,9;91;0;1010,4;0
28/06/2024;03:00;18,3;93;0;1010,3;0
28/06/2024;04:00;17,9;94;0;1010,1;0
28/06/2024;05:00;17,7;95;0;1009,7;0
28/06/2024;06:00;17,5;95;0;1009,5;0
28/06/2024;07:00;17,3;96;0,6;1009,2;0
28/06/2024;08:00;17,7;96;0;1009,5;20
28/06/2024;09:00;19,2;92;0,5;1010;45
28/06/2024;10:00;22;80;0,9;1010,3;106
28/06/2024;11:00;24,5;63;1,2;1010,3;132
28/06/2024;12:00;26,1;59;1,3;1010,2;318
28/06/2024;13:00;27,7;54;0,8;1009,3;274
28/06/2024;14:00;27,8;55;0,6;1008,7;141
28/06/2024;15:00;29;47;0,8;1008,4;115
28/06/2024;16:00;27,8;55;0,9;1008,4;48
28/06/2024;17:00;25,6;69;0,6;1008,8;23
28/06/2024;18:00;24,9;70;0;1009,1;0
28/06/2024;19:00;24,6;71;0;1009,4;0
28/06/2024;20:00;24,1;70;0;1009,6;0
28/06/2024;21:00;24,1;61;0,8;1009,7;0
28/06/2024;22:00;24,7;54;0,6;1010;0
28/06/2024;23:00;24,5;52;0,6;1010,3;0
28/06/2024;24:00:00;24,7;49;0,6;1010,2;0
29/06/2024;01:00;24,4;51;0,5;1010,2;0
29/06/2024;02:00;25;49;0,6;1010,1;0
29/06/2024;03:00;23,7;55;0;1009,9;0
29/06/2024;04:00;23,4;60;0,8;1010;0
29/06/2024;05:00;22,5;81;0,8;1010,8;0
29/06/2024;06:00;21,7;84;0,9;1011,7;0
29/06/2024;07:00;21,7;84;0,6;1012,5;0
29/06/2024;08:00;21,7;81;0,6;1013,1;7
29/06/2024;09:00;21,9;81;0,4;1013,9;26
29/06/2024;10:00;22,2;80;0,8;1014,3;88
29/06/2024;11:00;22,1;78;1,3;1014,2;72
29/06/2024;12:00;20,9;79;1,6;1014,5;28
29/06/2024;13:00;21,2;72;0,9;1013,9;88
29/06/2024;14:00;21;73;0,7;1013,3;46
29/06/2024;15:00;20;83;0,9;1013,2;16
29/06/2024;16:00;19;88;1,1;1013,6;13
29/06/2024;17:00;19,4;82;0,6;1013,8;3
29/06/2024;18:00;19,6;81;1;1014,4;0
29/06/2024;19:00;18,4;90;1,1;1014,9;0
29/06/2024;20:00;18,4;90;0,9;1015,1;0
29/06/2024;21:00;18;91;0,9;1015,3;0
29/06/2024;22:00;17,9;90;0,7;1015,7;0
29/06/2024;23:00;17,6;91;0,8;1016,1;0
29/06/2024;24:00:00;17,3;92;0,7;1016,1;0
30/06/2024;01:00;17,2;93;0;1016;0
